Manufacturer;Model Name;Category;Screen Size;Screen;RAM;GPU;Operating System;Operating System Version;Weight;Price (Euros);Touchscreen;Pixels;CPU Manufacturer;CPU Model;CPU Freq;Storage Prim;Storage Prim Type;Storage Sec
Toshiba;Portege X30-D-10K;Ultrabook;13.3;Full HD 1920x1080;16;Intel HD Graphics 620;Windows;10;1.05;2226.00;False;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Asus;Rog GL752VW-T4308T;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 960M;Windows;10;3.52;1312.49;False;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
Razer;Blade Pro;Gaming;14.0;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;1.95;3499.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;SSD;
MSI;GS73VR 7RG;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.43;2449.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;2TB HDD
Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;16;AMD Radeon 530;Windows;10;2.8;1299.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;2TB HDD
Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;16;AMD Radeon 530;Windows;10;2.8;1396.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;2TB HDD
MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;;Nvidia GeForce GTX 1070;Windows;10;2.9;2029.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GE73VR 7RE;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.8;1890.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.48;1082.00;False;2073600.0;Intel;Core i5 7500U;2.7;256GB;SSD;
Asus;ROG GL703VD-GC028T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050;Windows;10;2.9;1407.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog G701VIK-BA060T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1080;Windows;10;3.6;2999.00;False;2073600.0;Intel;Core i7 7820HK;2.9;256GB;SSD;
Asus;ROG G752VSK-GC493T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 980M;Windows;10;4.3;1799.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;16;AMD Radeon RX 580;Windows;10;3.2;1549.00;False;2073600.0;AMD;Ryzen 1700;3;256GB;SSD;1TB HDD
Dell;Precision 7720;Workstation;17.3;Full HD 1920x1080;16;Nvidia Quadro M1200;Windows;10;3.42;2884.86;False;2073600.0;Intel;Core i7 7820HQ;2.9;256GB;SSD;
Asus;Rog GL702VS-GC095T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.9;2122.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog GL753VE-GC070T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;3;1591.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;FX753VD-GC461T (i7-7700HQ/16GB/1TB;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050;Windows;10;2.9;1529.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GE73VR 7RF;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.8;2249.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
HP;Omen 17-w207nv;Gaming;17.3;Full HD 1920x1080;12;Nvidia GeForce GTX 1070;Windows;10;3.35;1999.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX1050 Ti;Windows;10;3;1504.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Razer;Blade Pro;Gaming;14.0;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;1.95;2599.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Lenovo;IdeaPad 520S-14IKB;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.7;699.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;16;Intel HD Graphics 620;Windows;10;0.81;1649.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;16;Intel HD Graphics 620;Windows;10;1.18;1859.00;False;2073600.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Asus;Rog GL702VS-BA023T;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.9;2419.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Samsung;Notebook 9;Ultrabook;15.0;Full HD 1920x1080;16;Nvidia GeForce 940MX;Windows;10;1.23;1849.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
MSI;GE72VR 6RF;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.7;1599.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Dell;Alienware 17;Gaming;17.3;Full HD 1920x1080;32;Nvidia GeForce GTX 1070;Windows;10;4.42;2800.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.73;2049.90;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog GL753VE-DS74;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.99;1749.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
HP;ProBook 640;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.95;1205.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.48;1590.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
MSI;GT72VR Dominator;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;3.78;2499.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GT72S Dominator;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 980M;Windows;10;3.78;2399.00;False;2073600.0;Intel;Core i7 6820HQ;2.7;256GB;SSD;1TB HDD
MSI;GP72M 7REX;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.7;1492.80;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GS40 Phantom;Gaming;14.0;Full HD 1920x1080;16;Nvidia GeForce GTX 970M;Windows;10;1.7;1769.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;1TB HDD
Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;2;769.00;False;2073600.0;Intel;Core i3 7100U;2.4;256GB;SSD;
MSI;GS73VR 7RF;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.43;2048.90;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.9;1949.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GE72VR Apache;Gaming;17.3;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.7;1598.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;8;AMD Radeon RX 580;Windows;10;3.2;1299.00;False;2073600.0;AMD;Ryzen 1700;3;256GB;SSD;1TB HDD
Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 950M;Windows;10;2.69;891.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;500GB HDD
MSI;GL72M 7REX;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 1050 Ti;Windows;10;2.7;1199.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;UX510UX-CN269T (i7-7500U/8GB/256GB;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2;1334.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;8;AMD Radeon RX 580;Windows;10;3.2;1695.00;False;2073600.0;AMD;Ryzen 1600;3.2;256GB;SSD;1TB HDD
Dell;Vostro 5471;Ultrabook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.7;879.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Asus;UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10);Notebook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.4;941.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.63;860.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Asus;Zenbook UX430UA;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.25;1049.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;2.5;928.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.63;988.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Asus;Zenbook UX430UA;Ultrabook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.25;1099.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;923.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.23;1399.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;1045.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.2;1449.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;1.63;1031.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Dell;Latitude 5490;Ultrabook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.6;1149.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Toshiba;Portege Z30-C-16L;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.2;1363.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Dell;Vostro 5468;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.6;859.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Vostro 5370;Ultrabook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.41;949.00;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
HP;ProBook 640;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.95;980.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.48;1292.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Asus;ZenBook UX410UA-GV183T;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2;1094.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.26;1335.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.48;1268.00;False;2073600.0;Intel;Core i5 7300U;2.6;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.2;1579.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Dell;Latitude 7480;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.36;1427.00;False;2073600.0;Intel;Core i5 7300U;2.6;256GB;SSD;
Asus;Zenbook UX410UA-GV027T;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2;945.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
MSI;Leopard GP72M;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 1050 Ti;Windows;10;2.7;1349.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
HP;Elitebook 1040;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.43;1500.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Dell;Latitude 5480;Notebook;14.0;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;1.64;1179.00;False;2073600.0;Intel;Core i5 7440HQ;2.8;256GB;SSD;
Lenovo;Thinkpad T470;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.65;1345.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Precision M5520;Workstation;;Full HD 1920x1080;8;Nvidia Quadro M1200;Windows;10;1.78;2408.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.44;949.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Latitude 5480;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.64;1279.73;False;2073600.0;Intel;Core i5 7300U;2.6;256GB;SSD;
Toshiba;Portege Z30-C-16J;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.2;1213.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.2;1449.90;False;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;Latitude E7470;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.56;1229.00;False;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;
Asus;Zenbook 3;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.1;1135.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;Thinkpad T460p;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.8;1191.00;False;2073600.0;Intel;Core i5 6300HQ;2.3;256GB;SSD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.63;1200.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.29;1499.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;0.81;1499.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;ThinkPad T470s;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.32;1859.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Lenovo;Thinkpad T460;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.7;1186.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.6;1690.00;False;2073600.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Samsung;Notebook 9;Ultrabook;15.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.17;1699.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Toshiba;Portege X30-D-10V;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.05;1475.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Latitude 5480;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.6;1205.00;False;2073600.0;Intel;Core i5 7440HQ;2.8;256GB;SSD;
HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.49;960.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;Elitebook 820;Netbook;12.5;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.26;1669.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;Latitude 7480;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.36;1639.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Latitude 7480;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.36;1775.00;False;2073600.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Toshiba;Portege Z30-C-16Z;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.2;1535.00;False;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;
Toshiba;Tecra A40-C-1DF;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.95;1180.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;1.64;1049.26;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.54;1887.21;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
HP;Elitebook 1040;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.43;2229.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Toshiba;Portégé Z30-C-16K;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.2;1590.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;1.64;1185.43;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.63;1080.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.26;1349.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.64;1010.51;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.29;1458.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.49;1090.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
MSI;GS70 Stealth;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 965M;Windows;10;2.6;1599.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;8;Intel Iris Plus Graphics 640;Windows;10;1.23;1379.00;False;2073600.0;Intel;Core i7 7560U;2.4;256GB;SSD;
HP;Spectre Pro;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.16;1690.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Asus;ZenBook UX310UA-WB71;Ultrabook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.45;1280.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;4;Nvidia GeForce MX130;Windows;10;3;655.00;False;2073600.0;Intel;Core i3 7130U;2.7;1TB;HDD;
HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;4;Intel UHD Graphics 620;Windows;10;1.49;754.00;False;2073600.0;Intel;Core i5 8250U;1.6;500GB;HDD;
HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;6;AMD Radeon 520;Windows;10;2.71;699.00;False;2073600.0;Intel;Core i5 7200U;2.5;2TB;HDD;
Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14.0;IPS Panel Full HD 1920x1080;4;Intel HD Graphics 500;Windows;10;1.3;260.00;False;2073600.0;Intel;Celeron Dual Core N3350;1.1;32GB;Flash Storage;
HP;ProBook 470;Notebook;17.3;IPS Panel Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;914.00;False;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;4;Intel UHD Graphics 620;Windows;10;1.49;675.00;False;2073600.0;Intel;Core i5 8250U;1.6;500GB;HDD;
HP;Envy 17-U275cl;Notebook;17.3;IPS Panel Full HD 1920x1080;16;Nvidia GeForce MX150;Windows;10;2.9;1059.00;False;2073600.0;Intel;Core i7 8550U;1.8;1TB;HDD;
HP;ProBook 450;Notebook;15.6;IPS Panel Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;2.1;722.00;False;2073600.0;Intel;Core i5 8250U;1.6;500GB;HDD;
Acer;Aspire A515-51G;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Nvidia GeForce MX130;Windows;10;2.2;745.00;False;2073600.0;Intel;Core i7 8550U;1.8;1TB;HDD;
Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;8;Nvidia GeForce GTX 1060;Windows;10;3.2;1299.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
HP;ProBook 450;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.1;716.00;False;2073600.0;Intel;Core i3 7100U;2.4;1TB;HDD;
Lenovo;ThinkPad E580;Notebook;15.6;IPS Panel Full HD 1920x1080;8;AMD Radeon RX 550;Windows;10;2.1;1144.50;False;2073600.0;Intel;Core i5 8250U;1.6;;;
Dell;Alienware 17;Notebook;17.3;IPS Panel Full HD 1920x1080;8;Nvidia GeForce GTX 1060;Windows;10;4.42;2046.00;False;2073600.0;Intel;Core i7 7700HQ;2.7;1TB;HDD;
HP;Omen 17-an006nv;Gaming;17.3;IPS Panel Full HD 1920x1080;12;Nvidia GeForce GTX 1060;Windows;10;3.78;1699.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Acer;Aspire A515-51G-59QF;Notebook;15.6;IPS Panel Full HD 1920x1080;4;Nvidia GeForce MX150;Windows;10;2.2;613.00;False;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2.0;860.00;False;2073600.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Mediacom;SmartBook 130;Notebook;13.3;IPS Panel Full HD 1920x1080;4;Intel HD Graphics;Windows;10;1.35;255.00;False;2073600.0;Intel;Atom x5-Z8350;1.44;32GB;Flash Storage;
Toshiba;Tecra A50-D-11M;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2.0;1064.00;False;2073600.0;Intel;Core i5 7200U;2.5;500GB;HDD;
HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;6;AMD Radeon R7 M440;Windows;10;2.65;569.00;False;2073600.0;AMD;A10-Series 9600P;2.4;2TB;HDD;
HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;15.6;IPS Panel Full HD 1920x1080;4;AMD Radeon 530;Windows;10;2.1;689.00;False;2073600.0;Intel;Core i7 7500U;2.7;500GB;HDD;
HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;6;AMD Radeon 530;Windows;10;2.71;655.01;False;2073600.0;AMD;A10-Series 9620P;2.5;2TB;HDD;
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;4;Nvidia GeForce GTX 1050;Windows;10;2.4;999.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
HP;Omen 17-an012dx;Gaming;17.3;IPS Panel Full HD 1920x1080;12;AMD Radeon RX 580;Windows;10;3.74;1749.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Lenovo;ThinkPad X1;Ultrabook;14.0;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.13;1875.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;Flash Storage;
Lenovo;ThinkPad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2.3;850.66;False;2073600.0;Intel;Core i5 7200U;2.5;1TB;HDD;
